"164","阿拉伯联合酋长国","United Arab Emirates","1","1"
"165","以色列","Israel","1","1"
"166","巴林","Bahrain","1","1"
"167","卡塔尔","Qatar","1","1"
"168","蒙古","Mongolia","1","1"
"169","尼泊尔","Nepal","1","1"
"170","塔吉克斯坦","Tajikstan","1","1"
"171","土库曼斯坦","Turkmenistan","1","1"
"172","阿塞拜疆","Azerbaijan","1","1"
"173","格鲁吉亚","Georgia","1","1"
"174","巴哈马","Bahamas","1","1"
"175","巴巴多斯","Barbados","1","1"
"176","安圭拉岛","Anguilla","1","1"
"177","安提瓜和巴布达","Antigua and Barbuda","1","1"
"178","开曼群岛","Cayman Is.","1","1"
"179","百慕大群岛","Bermuda Is.","1","1"
"180","蒙特塞拉特岛","Montserrat Is","1","1"
"181","马里亚那群岛","Mariana Is","1","1"
"182","关岛","Guam","1","1"
"183","圣卢西亚","Saint Lueia","1","1"
"184","圣文森特岛","Saint Vincent","1","1"
"186","特立尼达和多巴哥","Trinidad and Tobago","1","1"
"187","牙买加","Jamaica","1","1"
"188","多米尼加共和国","Dominica Rep.","1","1"
"189","格林纳达","Grenada","1","1"
"190","湖南","Hu'nan","2","41"
"191","湖北","Hubei","2","41"
"192","安徽","Anhui","2","41"
"193","北京","Beijing","2","41"
"194","重庆","Chongqing","2","41"
"195","福建","Fujian","2","41"
"196","甘肃","Gansu","2","41"
"197","广东","Guangdong","2","41"
"198","广西","Guangxi","2","41"
"199","贵州","Guizhou","2","41"
"200","海南","Hainan","2","41"
"201","河北","Hebei","2","41"
"202","黑龙江","Heilongjiang","2","41"
"203","河南","He'nan","2","41"
"204","内蒙古","Inner Mongolia","2","41"
"205","江苏","Jiangsu","2","41"
"206","江西","Jiangxi","2","41"
"207","吉林","Jilin","2","41"
"208","辽宁","Liaoning","2","41"
"209","宁夏","Ningxia","2","41"
"210","青海","Qinghai","2","41"
"211","陕西","Shan'xi","2","41"
"212","山东","Shandong","2","41"
"213","上海","Shanghai","2","41"
"214","山西","Shanxi","2","41"
"215","四川","Sichuan","2","41"
"216","天津","Tianjin","2","41"
"217","西藏","Tibet","2","41"
"218","新疆","Xinjiang","2","41"
"219","云南","Yunnan","2","41"
"220","浙江","Zhejiang","2","41"
"221","Johor","Johor","2","31"
"222","Kedah","Kedah","2","31"
"223","Kelantan","Kelantan","2","31"
"224","Kuala Lumpur","Kuala Lumpur","2","31"
"225","Labuan","Labuan","2","31"
"226","Melaka","Melaka","2","31"
"227","Negeri Sembilan","Negeri Sembilan","2","31"
"228","Pahang","Pahang","2","31"
"229","Penang","Penang","2","31"
"230","Perak","Perak","2","31"
"231","Perlis","Perlis","2","31"
"232","Putrajaya","Putrajaya","2","31"
"233","Sabah","Sabah","2","31"
"234","Sarawak","Sarawak","2","31"
"235","Selangor","Selangor","2","31"
"236","Terengganu","Terengganu","2","31"
"237","An Giang","An Giang","2","40"
"238","Bac Can","Bac Can","2","40"
"239","Bac Giang","Bac Giang","2","40"
"240","Bac Lieu","Bac Lieu","2","40"
"241","Bac Ninh","Bac Ninh","2","40"
"242","Ba Ria-Vung Tau","Ba Ria-Vung Tau","2","40"
"243","Ben Tre","Ben Tre","2","40"
"244","Binh Dinh","Binh Dinh","2","40"
"245","Binh Duong","Binh Duong","2","40"
"246","Binh Phuoc","Binh Phuoc","2","40"
"247","Binh Thuan","Binh Thuan","2","40"
"248","Ca Mau","Ca Mau","2","40"
"249","Can Tho","Can Tho","2","40"
"250","Cao Bang","Cao Bang","2","40"
"251","Dac Lac","Dac Lac","2","40"
"252","Da Nang","Da Nang","2","40"
"253","Dong Nai","Dong Nai","2","40"
"254","Dong Thap","Dong Thap","2","40"
"255","Gia Lai","Gia Lai","2","40"
"256","Ha Giang","Ha Giang","2","40"
"257","Hai Duong","Hai Duong","2","40"
"258","Haiphong","Haiphong","2","40"
"259","Ha Nam","Ha Nam","2","40"
"260","Ha Noi","Ha Noi","2","40"
"261","Ha Tay","Ha Tay","2","40"
"262","Ha Tinh","Ha Tinh","2","40"
"263","Hoa Binh","Hoa Binh","2","40"
"264","Ho Chi Minh","Ho Chi Minh","2","40"
"265","Hung Yen","Hung Yen","2","40"
"266","Khanh Hoa","Khanh Hoa","2","40"
"267","Kien Giang","Kien Giang","2","40"
"268","Kon Tum","Kon Tum","2","40"
"269","Lai Chau","Lai Chau","2","40"
"270","Lam Dong","Lam Dong","2","40"
"271","Lang Son","Lang Son","2","40"
"272","Lao Cai","Lao Cai","2","40"
"273","Long An","Long An","2","40"
"274","Nam Dinh","Nam Dinh","2","40"
"275","Nghe An","Nghe An","2","40"
"276","Ninh Binh","Ninh Binh","2","40"
"277","Ninh Thuan","Ninh Thuan","2","40"
"278","Phu Tho","Phu Tho","2","40"
"279","Phu Yen","Phu Yen","2","40"
"280","Quang Binh","Quang Binh","2","40"
"281","Quang Nam","Quang Nam","2","40"
"282","Quang Ngai","Quang Ngai","2","40"
"283","Quang Ninh","Quang Ninh","2","40"
"284","Quang Tri","Quang Tri","2","40"
"285","Soc Trang","Soc Trang","2","40"
"286","Son La","Son La","2","40"
"287","Tay Ninh","Tay Ninh","2","40"
"288","Thai Binh","Thai Binh","2","40"
"289","Thai Nguyen","Thai Nguyen","2","40"
"290","Thanh Hoa","Thanh Hoa","2","40"
"291","Thua Thien-Hue","Thua Thien-Hue","2","40"
"292","Tien Giang","Tien Giang","2","40"
"293","Tra Vinh","Tra Vinh","2","40"
"294","Tuyen Quang","Tuyen Quang","2","40"
"295","Vinh Long","Vinh Long","2","40"
"296","Vinh Phuc","Vinh Phuc","2","40"
"297","Yen Bai","Yen Bai","2","40"
"298","阿拉巴马","Alabamas","2","4"
"299","阿拉斯加","Alaska","2","4"
"300","亚利桑那","Arizona","2","4"
"301","阿肯色","Arkansas","2","4"
"302","加利福尼亚","California","2","4"
"303","科罗拉多","Colorado","2","4"
"304","康涅狄格","Connecticut","2","4"
"305","特拉华","Delaware","2","4"
"306","哥伦比亚特区","District of Columbia","2","4"
"307","佛罗里达","Florida","2","4"
"308","佐治亚","Georgia-GA","2","4"
"309","夏威夷","Hawaii","2","4"
"310","爱达荷","Idaho","2","4"
"311","伊利诺斯","Illinois","2","4"
"312","印第安纳","Indiana","2","4"
"313","衣阿华","Iowa","2","4"
"314","堪萨斯","Kansas","2","4"
"315","肯塔基","Kentucky","2","4"
"316","路易斯安那","Louisiana","2","4"
"317","缅因","Maine","2","4"
"318","马里兰","Maryland","2","4"
"319","马萨诸塞","Massachusetts","2","4"
"320","密执安","Michigan","2","4"
"321","明尼苏达","Minnesota","2","4"
"322","密西西比","Mississippi","2","4"
"323","密苏里","Missouri","2","4"
"324","蒙大拿","Montana","2","4"
"325","内布拉斯加","Nebraska","2","4"
"326","内华 达","Nevada","2","4"
"327","新罕布什尔","New Hampshire","2","4"
"328","新泽西","New Jersy","2","4"
"329","新墨西哥","New Mexico","2","4"
"330","纽约","New York","2","4"
"331","北卡罗来纳","North Carolina","2","4"
"332","北达科他","North Dakota","2","4"
"333","俄亥俄","Ohio","2","4"
"334","俄克拉何马","Oklahoma","2","4"
"335","俄勒冈","Oregon","2","4"
"336","宾夕法尼亚","Pennsylvania","2","4"
"337","波多黎各","Puerto Rico","2","4"
"338","罗德艾兰","Rhode Island","2","4"
"339","南卡罗来纳","South Carolina","2","4"
"340","南达科他","South Dakota","2","4"
"341","田纳西","Tennessee","2","4"
"342","得克萨斯","Texas","2","4"
"343","尤他","Utah","2","4"
"344","佛蒙特","Vermont","2","4"
"345","弗吉尼亚","Virginia","2","4"
"346","维尔京群岛","Virgin Islands","2","4"
"347","华 盛顿","Washington","2","4"
"348","西弗吉尼亚","West Virginia","2","4"
"349","威斯康星","Wisconsin","2","4"
"350","怀俄明","Wyoming","2","4"
"351","Armm","Armm","2","34"
"352","Bicol Region","Bicol Region","2","34"
"353","C.A.R","C.A.R","2","34"
"354","Cagayan Valley","Cagayan Valley","2","34"
"355","Caraga","Caraga","2","34"
"356","Central Luzon","Central Luzon","2","34"
"357","Central Mindanao","Central Mindanao","2","34"
"358","Central Visayas","Central Visayas","2","34"
"359","Eastern Visayas","Eastern Visayas","2","34"
"360","Ilocos Region","Ilocos Region","2","34"
"361","Manila","Manila","2","34"
"362","Northern Mindanao","Northern Mindanao","2","34"
"363","Southern Mindanao","Southern Mindanao","2","34"
"364","Southern Tagalog","Southern Tagalog","2","34"
"365","Western Mindanao","Western Mindanao","2","34"
"366","Western Visayas","Western Visayas","2","34"
"367","Bali","Bali","2","33"
"368","Banten","Banten","2","33"
"369","Bengkulu","Bengkulu","2","33"
"370","Gorontalo","Gorontalo","2","33"
"371","Irian Jaya Barat","Irian Jaya Barat","2","33"
"372","jakarta Raya","jakarta Raya","2","33"
"373","Jambi","Jambi","2","33"
"374","Jawa Barat","Jawa Barat","2","33"
"375","Jawa Tengah","Jawa Tengah","2","33"
"376","Jawa Timur","Jawa Timur","2","33"
"377","Kalimantan Barat","Kalimantan Barat","2","33"
"378","Kalimantan Selatan","Kalimantan Selatan","2","33"
"379","Kalimantan Tengah","Kalimantan Tengah","2","33"
"380","Kalimantan Timur","Kalimantan Timur","2","33"
"381","Kepulauan Bangka Belitung","Kepulauan Bangka Belitung","2","33"
"382","Kepulauan Riau","Kepulauan Riau","2","33"
"383","Lampung","Lampung","2","33"
"384","Maluku","Maluku","2","33"
"385","Maluku Utara","Maluku Utara","2","33"
"386","Nusa Tenggara Barat","Nusa Tenggara Barat","2","33"
"387","Nusa Tenggara Timur","Nusa Tenggara Timur","2","33"
"388","Papua","Papua","2","33"
"389","Riau","Riau","2","33"
"390","Sulawesi Barat","Sulawesi Barat","2","33"
"391","Sulawesi Selatan","Sulawesi Selatan","2","33"
"392","Sulawesi Tengah","Sulawesi Tengah","2","33"
"393","Sulawesi Tenggara","Sulawesi Tenggara","2","33"
"394","Sulawesi Utara","Sulawesi Utara","2","33"
"395","Sumatera Barat","Sumatera Barat","2","33"
"396","Sumatera Selatan","Sumatera Selatan","2","33"
"397","Sumatera Utara","Sumatera Utara","2","33"
"398","Yogyakarta","Yogyakarta","2","33"
"399","Ayuthaya","Ayuthaya","2","37"
"400","Bangkok Area","Bangkok Area","2","37"
"401","Chachengsao","Chachengsao","2","37"
"402","Chiang Mai","Chiang Mai","2","37"
"403","Chonburi","Chonburi","2","37"
"404","Lampoon","Lampoon","2","37"
"405","Nakornnayok","Nakornnayok","2","37"
"406","Nakornpratom","Nakornpratom","2","37"
"407","Nakornratchasima","Nakornratchasima","2","37"
"408","Petchaburi","Petchaburi","2","37"
"409","Phuket","Phuket","2","37"
"410","Prachinburi","Prachinburi","2","37"
"411","Rajchaburi","Rajchaburi","2","37"
"412","Rayong","Rayong","2","37"
"413","Samutsakorn","Samutsakorn","2","37"
"414","Samutsongkam","Samutsongkam","2","37"
"415","Saraburi","Saraburi","2","37"
"416","北京市","Beijing","3","193"
"417","长沙市","Changsha","3","190"
"418","邵阳市","Shaoyang","3","190"
"419","株洲市","Zhuzhou","3","190"
"420","湘潭市","Xiangtan","3","190"
"421","岳阳市","Yueyang","3","190"
"422","常德市","Changde","3","190"
"423","张家界市","Zhangjiajie","3","190"
"424","益阳市","Yiyang","3","190"
"425","郴州市","Chenzhou","3","190"
"426","永州市","Yongzhou","3","190"
"427","娄底市","Loudi","3","190"
"428","湘西州","Xiangxi","3","190"
"429","怀化市","Huaihua","3","190"
"430","衡阳市","Hengyang","3","190"
"431","广州市","Guangzhou","3","197"
"432","深圳市","Shenzhen","3","197"
"433","珠海市","Zhuhai","3","197"
"434","汕头市","Shantou","3","197"
"435","韶关市","Shaoguan","3","197"
"436","佛山市","Foshan","3","197"
"437","江门市","Jiangmen","3","197"
"438","湛江市","Zhanjiang","3","197"
"439","茂名市","Maoming","3","197"
"440","肇庆市","Zhaoqing","3","197"
"441","惠州市","Huizhou","3","197"
"442","梅州市","Meizhou","3","197"
"443","汕尾市","Shanwei","3","197"
"444","河源市","Heyuan","3","197"
"445","阳江市","Yangjiang","3","197"
"446","清远市","Qingyuan","3","197"
"447","东莞市","Dongguan","3","197"
"448","中山市","Zhongshan","3","197"
"449","潮州市","Chaozhou","3","197"
"450","揭阳市","Jieyang","3","197"
"451","云浮市","Yunfu","3","197"
"452","南宁市","Nanning","3","198"
"453","柳州市","Liuzhou","3","198"
"454","桂林市","Guilin","3","198"
"455","梧州市","Wuzhou","3","198"
"456","北海市","Beihai","3","198"
"457","防城港市","Fangchenggang","3","198"
"458","钦州市","Qingzhou","3","198"
"459","贵港市","Guigang","3","198"
"460","玉林市","YuLin","3","198"
"461","百色市","Baise","3","198"
"462","贺州市","Hezhou","3","198"
"463","河池市","Hechi","3","198"
"464","来宾市","Laibin","3","198"
"465","崇左市","Congzuo","3","198"
"466","海口市","Haikou","3","200"
"467","三亚市","Sanya","3","200"
"468","重庆市","Chongqing","3","194"
"469","成都市","Chengdou","3","215"
"470","自贡市","Zigong","3","215"
"471","攀枝花市","Panzhihua","3","215"
"472","德阳市","Deyang","3","215"
"473","绵阳市","Mianyang","3","215"
"474","广元市","Guangyuan","3","215"
"475","遂宁市","Suining","3","215"
"476","内江市","Neijiang","3","215"
"477","乐山市","Leshan","3","215"
"478","南充市","Nanchong","3","215"
"479","眉山市","Meishan","3","215"
"480","宜宾市","Yibin","3","215"
"481","广安市","Guangan","3","215"
"482","达州市","Dazhou","3","215"
"483","雅安市","Yaan","3","215"
"484","巴中市","Bazhong","3","215"
"485","资阳市","Ziyang","3","215"
"486","阿坝州","Abazangzuqiangzuzizhizhou","3","215"
"487","甘孜州","Ganzizangzuzizhizhou","3","215"
"488","凉山州","Liangshanyizuzizhizhou","3","215"
"489","贵阳市","Guiyang","3","199"
"490","六盘水市","Liupanshui","3","199"
"491","遵义市","Zunyi","3","199"
"492","安顺市","Anshun","3","199"
"493","铜仁地区","Tongrendiqu","3","199"
"494","黔西南州","Qianxi'nanbuyizumiaozuzizhizhou","3","199"
"495","毕节地区","Bijiediqu","3","199"
"496","黔东南州","Qiandongnanmiaozudongzuzizhizhou","3","199"
"497","黔南州","Qiannanbuyizumiaozuzizhizhou","3","199"
"498","昆明市","Kunming","3","219"
"499","曲靖市","Qujing","3","219"
"500","玉溪市","Yuxi","3","219"
"501","保山市","Baoshan","3","219"
"502","昭通市","Zhaotong","3","219"
"503","丽江市","Lijiang","3","219"
"504","普洱市","Puer","3","219"
"505","临沧市","Lincang","3","219"
"506","楚雄州","Chuxiongyizuzizhizhou","3","219"
"507","红河州","Honghehanizuyizuzizhizhou","3","219"
"508","文山州","Wenshanzhuangzumiaozuzizhizhou","3","219"
"509","西双版纳州","Xishuangbannadaizuzizhizhou","3","219"
"510","大理州","Dalibaizuzizhizhou","3","219"
"511","德宏州","Dehongdaizujingpozuzizhizhou","3","219"
"512","怒江州","Nujianglisuzuzizhizhou","3","219"
"513","拉萨市","Lhasa","3","217"
"514","昌都地区","Changdudiqu","3","217"
"515","山南地区","Sannandiqu","3","217"
"516","日喀则地区","Rikazediqu","3","217"
"517","那曲地区","Naqudiqu","3","217"
"518","阿里地区","Alidiqu","3","217"
"519","林芝地区","Linzhidiqu","3","217"
"520","西安市","Xi'an","3","211"
"521","铜川市","Tongchuan","3","211"
"522","宝鸡市","Baoji","3","211"
"523","咸阳市","Xianyang","3","211"
"524","渭南市","Weinan","3","211"
"525","延安市","Yanan","3","211"
"526","汉中市","Hanzhong","3","211"
"527","榆林市","Yu'lin","3","211"
"528","安康市","Ankang","3","211"
"529","商洛市","Shangluo","3","211"
"530","兰州市","Lanzhou","3","196"
"531","嘉峪关市","Jiayuguan","3","196"
"532","金昌市","Jinchang","3","196"
"533","白银市","Baiyin","3","196"
"534","天水市","Tianshui","3","196"
"535","武威市","Wuwei","3","196"
"536","张掖市","Zhangye","3","196"
"537","平凉市","Pingliang","3","196"
"538","酒泉市","Jiuquan","3","196"
"539","庆阳市","Qingyang","3","196"
"540","定西市","Dingxi","3","196"
"541","陇南市","Longnan","3","196"
"542","临夏州","Linxiahuizuzizhizhou","3","196"
"543","甘南州","Gannanzangzuzizhizhou","3","196"
"544","西宁市","Xining","3","210"
"545","海东地区","Haidongdiqu","3","210"
"546","海北州","Haibeizangzuzizhizhou","3","210"
"547","黄南州","Huangnanzangzuzizhizhou","3","210"
"548","海南藏族自治州","Hainanzangzuzizhizhou","3","210"
"549","果洛州","Guoluozangzuzizhizhou","3","210"
"550","玉树藏族自治州","Yushuzangzuzizhizhou","3","210"
"551","海西州","Haiximengguzuzangzuzizhizhou","3","210"
"552","银川市","Yingchuan","3","209"
"553","石嘴山市","Shizuisan","3","209"
"554","吴忠市","Wuzhong","3","209"
"555","固原市","Guyuan","3","209"
"556","中卫市","Zhongwei","3","209"
"557","乌鲁木齐市","Urumchi","3","218"
"558","克拉玛依市","Kelamayi","3","218"
"559","吐鲁番地区","Tulufandiqu","3","218"
"560","哈密地区","Hamidiqu","3","218"
"561","昌吉州","Changjihuizuzizhizhou","3","218"
"562","博州","Boertalamengguzizhizhou","3","218"
"563","巴州","Bayinguolengmengguzizhizhou","3","218"
"564","阿克苏地区","Akesudiqu","3","218"
"565","克州","Kezilesukeerkezizizhizhou","3","218"
"566","喀什地区","Kashidiqu","3","218"
"567","和田地区","Hetiandiqu","3","218"
"568","伊犁州","Yilihasakezizhizhou","3","218"
"569","塔城地区","Tachengdiqu","3","218"
"570","阿勒泰地区","Atailediqu","3","218"
"571","南京市","Nanjing","3","205"
"572","天津市","Tianjin","3","216"
"573","石家庄市","Shijiazhuan","3","201"
"574","唐山市","Tangshan","3","201"
"575","秦皇岛市","Qinghuandao","3","201"
"576","邯郸市","Handan","3","201"
"577","邢台市","Xingtai","3","201"
"578","保定市","Baoding","3","201"
"579","张家口市","Zhangjiakou","3","201"
"580","承德市","Chengde","3","201"
"581","沧州市","Cangzhou","3","201"
"582","廊坊市","Langfang","3","201"
"583","衡水市","Hengshui","3","201"
"584","太原市","Taiyuan","3","214"
"585","大同市","Datong","3","214"
"586","阳泉市","Yangquan","3","214"
"587","长治市","Changzhi","3","214"
"588","晋城市","Jincheng","3","214"
"589","朔州市","Shuozhou","3","214"
"590","晋中市","Jinzhong","3","214"
"591","运城市","Yuncheng","3","214"
"592","忻州市","Xinzhou","3","214"
"593","临汾市","Linfen","3","214"
"594","吕梁市","Lvliang","3","214"
"595","呼和浩特市","Huhehaote","3","204"
"596","包头市","Baotou","3","204"
"597","乌海市","Wuhai","3","204"
"598","赤峰市","Chifeng","3","204"
"599","通辽市","Tongliao","3","204"
"600","鄂尔多斯市","Eerduosi","3","204"
"601","呼伦贝尔市","Hulunbeier","3","204"
"602","巴彦淖尔市","Bayannaoer","3","204"
"603","乌兰察布市","Wulanchabu","3","204"
"604","兴安盟","Xinganmeng","3","204"
"605","锡林郭勒盟","Xilinguolemeng","3","204"
"606","阿拉善盟","Alasanmeng","3","204"
"607","沈阳市","Shenyang","3","208"
"608","大连市","Dalian","3","208"
"609","鞍山市","Anshan","3","208"
"610","抚顺市","Wushun","3","208"
"611","本溪市","Benxi","3","208"
"612","丹东市","Dandong","3","208"
"613","锦州市","Jinzhou","3","208"
"614","营口市","Yingkou","3","208"
"615","阜新市","Fuxin","3","208"
"616","辽阳市","Liaoyang","3","208"
"617","盘锦市","Panjin","3","208"
"618","铁岭市","Tieling","3","208"
"619","朝阳市","Chaoyang","3","208"
"620","葫芦岛市","Huludao","3","208"
"621","长春市","Changchun","3","207"
"622","吉林市","Jilin","3","207"
"623","四平市","Siping","3","207"
"624","辽源市","Liaoyuan","3","207"
"625","通化市","Tonghua","3","207"
"626","白山市","Baishan","3","207"
"627","松原市","Songyuan","3","207"
"628","白城市","Baicheng","3","207"
"629","延边州","Yanbianchaoxianzuzizhizhou","3","207"
"630","哈尔滨市","Haerbin","3","202"
"631","齐齐哈尔市","Qiqihaer","3","202"
"632","鸡西市","Jixi","3","202"
"633","鹤岗市","Hegang","3","202"
"634","双鸭山市","Shuangyashan","3","202"
"635","大庆市","Daqing","3","202"
"636","伊春市","Yi'chun","3","202"
"637","佳木斯市","Jiamusi","3","202"
"638","七台河市","Qitaihe","3","202"
"639","牡丹江市","Mudanjiang","3","202"
"640","黑河市","Heihe","3","202"
"641","绥化市","Suihua","3","202"
"642","大兴安岭地区","Daxing'anlingdiqu","3","202"
"643","上海市","Shanghai","3","213"
"644","无锡市","Wuxi","3","205"
"645","徐州市","Xuzhou","3","205"
"646","常州市","Changzhou","3","205"
"647","苏州市","Suzhou","3","205"
"648","南通市","Nantong","3","205"
"649","连云港市","Lianyungang","3","205"
"650","淮安市","Huaian","3","205"
"651","盐城市","Yancheng","3","205"
"652","扬州市","Yangzhou","3","205"
"653","镇江市","Zhenjiang","3","205"
"654","泰州市","Taizhou","3","205"
"655","宿迁市","Suqian","3","205"
"656","杭州市","Hangzhou","3","220"
"657","宁波市","Ningbo","3","220"
"658","温州市","Wenzhou","3","220"
"659","嘉兴市","Jiaxing","3","220"
"660","湖州市","Huzhou","3","220"
"661","绍兴市","Shaoxing","3","220"
"662","金华市","Jinhua","3","220"
"663","衢州市","Quzhou","3","220"
"664","舟山市","Zhoushan","3","220"
"665","台州市","Tai'zhou","3","220"
"666","丽水市","Lishui","3","220"
"667","合肥市","Hefei","3","192"
"668","芜湖市","Wuhu","3","192"
"669","蚌埠市","Benbu","3","192"
"670","淮南市","Huainan","3","192"
"671","马鞍山市","Maanshan","3","192"
"672","淮北市","Huaibei","3","192"
"673","铜陵市","Tongling","3","192"
"674","安庆市","Anqing","3","192"
"675","黄山市","Huangshan","3","192"
